split,statement_id,original_label,label,label_name,statement,subject,speaker,speaker_job,state_info,party_affiliation,context,text_length_chars,text_length_words
valid,6299.json,false,0,not_credible,study showed president barack obamas healthcare reforms devastate wisconsin pushing people employersponsored insurance driving premiums increasing dependency making people ineligible medicaid,"federal-budget,health-care,medicaid,medicare,state-budget,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,an op-ed piece,191,21
valid,5770.json,mostly-true,1,credible,says ted cruz represents chinese company found guilty stealing blueprints american manufacturer,"candidates-biography,legal-issues,message-machine-2012",david-dewhurst,Lieutenant governor,Texas,republican,a TV ad.,95,12
valid,1336.json,mostly-true,1,credible,look last years presidential campaign cant find mention public option,health-care,joe-lieberman,Senator,Connecticut,independent,an interview with Politico,69,10
valid,1422.json,barely-true,0,not_credible,stroke pen us supreme court decided overrule yearold ban corporate expenditures,"corporations,elections,legal-issues,supreme-court",charles-schumer,Senator,New York,democrat,a press conference,79,11
valid,8993.json,mostly-true,1,credible,says rick scott oversaw largest medicare fraud nations history,"candidates-biography,medicaid,medicare",florida-democratic-party,,Florida,democrat,a press release,62,9
valid,4210.json,false,0,not_credible,says new jersey fewer jobs since gov chris christie took office,jobs,joshua-henne,One New Jersey spokesman,New Jersey,none,a press release from One New Jersey,63,11
valid,10754.json,barely-true,0,not_credible,rosalyn dance voted president obamas medicaid expansion,"health-care,state-budget,voting-record",joe-morrissey,Delegate,Virginia,independent,a campaign flier.,55,7
valid,12159.json,barely-true,0,not_credible,says donald trump wants us pull nato,"federal-budget,foreign-policy,military",hillary-clinton,Presidential candidate,New York,democrat,a campaign speech,36,7
valid,5519.json,mostly-true,1,credible,wisconsin state assembly chambers extend bathroom parlor rules allow members vote member chambers,ethics,joel-kleefisch,"State Assembly, District 38",Wisconsin,republican,a television interview,97,13
valid,6298.json,pants-fire,0,not_credible,says president barack obama doubled national debt taken two centuries accumulate one year,debt,chain-email,,,none,a chain e-mail,89,13
valid,4209.json,mostly-true,1,credible,says texas fourthlowest debt per capita state nation lowest big states,"state-budget,state-finances",rick-perry,Governor,Texas,republican,an interview.,70,11
valid,7080.json,true,1,credible,wisconsin still ranks first among states manufacturing jobs per capita,"job-accomplishments,jobs",rebecca-kleefisch,Candidate for lieutenant governor,Wisconsin,republican,a radio address,70,10
valid,6657.json,true,1,credible,decade decline country created half million manufacturing jobs last two half years,"economy,jobs",barack-obama,President,Illinois,democrat,"his acceptance speech at the Democratic National Convention in Charlotte, N.C.",82,12
valid,6643.json,mostly-true,1,credible,last months economy produced million privatesector jobs,"economy,jobs",bill-clinton,former president,Arkansas,democrat,"a speech to the Democratic National Convention in Charlotte, N.C.",55,7
valid,4918.json,barely-true,0,not_credible,fed created trillion bailout process trillion went overseas,"economy,new-hampshire-2012",ron-paul,U.S. representative,Texas,republican,a house party in New Hampshire,59,8
valid,5041.json,false,0,not_credible,new jersey taxpayers face highest tolls country,transportation,steve-lonegan,Conservative Activist,New Jersey,republican,an email newsletter,47,7
valid,7508.json,mostly-true,1,credible,majority contributions private individuals giving average pacs groups,"campaign-finance,elections,legal-issues",ed-fallone,,,none,an interview,69,8
valid,1996.json,mostly-true,1,credible,today boots ground near southwest border time history,immigration,barack-obama,President,Illinois,democrat,a speech,53,8
valid,8795.json,false,0,not_credible,west virginia still owned excess percent outofstate interests,"environment,public-health,wealth",bob-kincaid,,West Virginia,democrat,"a broadcast of MSNBC's ""Melissa Harris-Perry""",61,8
valid,7462.json,true,1,credible,virginia state tradition attorneys general resigning run governor,states,ken-cuccinelli,Attorney General,Virginia,republican,a radio interview.,65,8
valid,11658.json,barely-true,0,not_credible,muslim immigrant michigan list second third fourth wives extended family qualify welfare,"immigration,income,islam,welfare",chain-email,,,none,In a viral YouTube video,88,12
valid,6759.json,false,0,not_credible,tim kaine announced wants raise taxes everyone,taxes,george-allen,consultant,Virginia,republican,a news release.,46,7
valid,1338.json,false,0,not_credible,senate health care legislation levy new abortion premium fee americans governmentrun plan,abortion,john-boehner,Speaker of the House of Representatives,Ohio,republican,the House GOP Web site,89,12
valid,7499.json,mostly-true,1,credible,proposed ban hollowpoint bullets bullets expand upon impact essentially bans deer hunting,"guns,recreation",vicki-mckenna,,,talk-show-host,a radio talk show broadcast,89,12
valid,5978.json,pants-fire,0,not_credible,says democratic legislators year dont want cut taxes circumstances,taxes,chris-christie,Governor of New Jersey,New Jersey,republican,a video posted on YouTube,66,9
valid,10991.json,pants-fire,0,not_credible,affordable care act anyone medicare admitted hospital observation responsible bill medicare wont pay cent,"health-care,medicare",chain-email,,,none,a chain email,105,14
valid,7809.json,barely-true,0,not_credible,says hillary clinton asked repeatedly provide security benghazi several occasions including direct cables,"foreign-policy,terrorism",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican, an appearance on CNN’s ‘State of the Union’,105,13
valid,813.json,false,0,not_credible,obama raises taxes seniors hardworking families give welfare pay none,taxes,john-mccain,U.S. senator,Arizona,republican,a Web ad,69,10
valid,12760.json,mostly-true,1,credible,us go plane graveyards museums get parts yearold jet fighters sells new jets countries,military,donald-trump,President-Elect,New York,republican,Dallas fundraiser,86,14
valid,2010.json,false,0,not_credible,japans interest debt percent national budget,"economy,abc-news-week",daniel-senor,Adjunct Senior Fellow for Middle Eastern Studies at Council on Foreign Relations,,republican,ABC's 'This Week',44,6
valid,521.json,false,0,not_credible,obama know tony rezko saving purchase home,ethics,republican-national-committee-republican,,,republican,a news release,42,7
valid,413.json,false,0,not_credible,barack obama written cosponsored bills three years hillary clinton seven,job-accomplishments,chain-email,,,none,a chain e-mail,72,10
valid,6562.json,true,1,credible,claims ohio gov john kasich says climate change problem,"climate-change,environment",florida-wildlife-federation,,Florida,none,a billboard message,55,9
valid,5140.json,false,0,not_credible,also voted percent time republicans oregon legislature,"bipartisanship,message-machine-2012,voting-record",suzanne-bonamici,State Senator,Oregon,democrat,a debate,54,7
valid,7733.json,barely-true,0,not_credible,us army training program put evangelical christians catholics mormons category religious extremism alqaida,"military,religion",randy-forbes,Representative,Virginia,republican,a congressional hearing.,106,13
valid,7739.json,mostly-true,1,credible,port provides jobs directly state georgia,federal-budget,johnny-isakson,U.S. Senator,Georgia,republican,an interview,41,6
valid,4511.json,false,0,not_credible,atlanta beltline paid nearly million less quarteracre,government-efficiency,john-sherman,,,none,a newsletter,53,7
valid,4239.json,pants-fire,0,not_credible,says sen robert cowles recall opponent supported sale stateowned power plants highest bidder biggest donors oversight,"energy,state-budget,state-finances",nancy-nusbaum,Retired teacher ,Wisconsin,democrat,a television ad,117,16
valid,8483.json,false,0,not_credible,west linn one highest per capita rates homebased businesses united states,economy,julie-parrish,businesswoman,Oregon,republican,a House floor speech,73,11
valid,9232.json,false,0,not_credible,says al franken voted exempt congress enrolling affordable care act marketplaces,"health-care,voting-record",mike-mcfadden,,Minnesota,republican,a TV ad,80,11
valid,3829.json,false,0,not_credible,gov bob mcdonnell jobs lost created southside southwest virginia,"corrections-and-updates,economy,job-accomplishments,jobs",ward-armstrong,"Minority leader, House of Delegates",Virginia,democrat,a news release.,64,9
valid,2733.json,pants-fire,0,not_credible,patrick rose voted explore state income tax,"message-machine,taxes,voting-record",jason-isaac,Transportation consultant,Texas,republican,a TV ad.,43,7
valid,528.json,true,1,credible,john mccain stood president sounded alarm global warming five years ago,environment,john-mccain,U.S. senator,Arizona,republican,a TV ad,71,11
valid,8516.json,barely-true,0,not_credible,says new mandates already reducing fulltime employment,"economy,health-care,jobs",americans-prosperity,,,none,a television ad,54,7
valid,13450.json,false,0,not_credible,beyonce jay z like like get bigger crowds true get far bigger crowds,"elections,pop-culture",donald-trump,President-Elect,New York,republican,"a speech in Raleigh, N.C.",68,13
